Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
	Southern Ontario		OntarioS	1954		443773	[1:63,360]	44.270772	-77.744751	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443773.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73454		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443773	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73454
	Southern Ontario		OntarioS	1954		443774	[1:63,360]	44.274705	-78.048248	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443774.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73582		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443774	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73582
	Southern Ontario		OntarioS	1954		443781	[1:63,360]	44.286503	-78.288574	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443781.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73411		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443781	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73411
	Southern Ontario		OntarioS	1954		443782	[1:63,360]	44.288469	-78.53302	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443782.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73271		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443782	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73271
	Southern Ontario		OntarioS	1954		443783	[1:63,360]	44.272738	-78.736267	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443783.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73350		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443783	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73350
	Southern Ontario		OntarioS	1954		443784	[1:63,360]	44.278638	-78.969727	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443784.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73266		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443784	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73266
	Southern Ontario		OntarioS	1954		443791	[1:63,360]	44.284537	-79.203186	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443791.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76808		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443791	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76808
	Southern Ontario		OntarioS	1954		443792	[1:63,360]	44.284537	-79.439392	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443792.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73626		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443792	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73626
	Southern Ontario		OntarioS	1954		443793	[1:63,360]	44.28257	-79.645386	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443793.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76861		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443793	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76861
	Southern Ontario		OntarioS	1954		443794	[1:63,360]	44.298299	-79.876099	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443794.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73363		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443794	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73363
	Southern Ontario		OntarioS	1954		443801	[1:63,360]	44.298299	-80.079346	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443801.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73517		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443801	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73517
	Southern Ontario		OntarioS	1954		443802	[1:63,360]	44.314023	-80.299072	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443802.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76906		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443802	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76906
	Southern Ontario		OntarioS	1954		443803	[1:63,360]	44.306161	-80.540771	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443803.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73512		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443803	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73512
	Southern Ontario		OntarioS	1954		443804	[1:63,360]	44.294367	-80.81543	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443804.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76840		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443804	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76840
	Southern Ontario		OntarioS	1954		443811	[1:63,360]	44.304196	-81.051636	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443811.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73588		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443811	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73588
	Southern Ontario		OntarioS	1954		443812	[1:63,360]	44.268805	-81.318054	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443812.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73318		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443812	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73318
	Southern Ontario		OntarioS	1954		443813	[1:63,360]	44.233393	-81.595459	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443813.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73321		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443813	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73321
	Southern Ontario		OntarioS	1954		444754	[1:63,360]	44.427896	-75.923767	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444754.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73276		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444754	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73276
	Southern Ontario		OntarioS	1954		444761	[1:63,360]	44.416126	-76.148987	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444761.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76881		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444761	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76881
	Southern Ontario		OntarioS	1954		444762	[1:63,360]	44.406316	-76.393433	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444762.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73369		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444762	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73369
	Southern Ontario		OntarioS	1954		444763	[1:63,360]	44.414164	-76.635132	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444763.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73608		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444763	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73608
	Southern Ontario		OntarioS	1954		444764	[1:63,360]	44.418088	-76.857605	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73323		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444764	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73323
	Southern Ontario		OntarioS	1954		444771	[1:63,360]	44.414164	-77.102051	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444771.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73400		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444771	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73400
	Southern Ontario		OntarioS	1954		444772	[1:63,360]	44.41024	-77.387695	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444772.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76826		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444772	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76826
	Southern Ontario		OntarioS	1954		444773	[1:63,360]	44.386692	-77.747498	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444773.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76809		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444773	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76809
	Southern Ontario		OntarioS	1954		444774	[1:63,360]	44.390617	-78.046875	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444774.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76884		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444774	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76884
	Southern Ontario		OntarioS	1954		444781	[1:63,360]	44.40043	-78.294067	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444781.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73281		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444781	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73281
	Southern Ontario		OntarioS	1954		444782	[1:63,360]	44.406316	-78.535767	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444782.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73430		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444782	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73430
	Southern Ontario		OntarioS	1954		444783	[1:63,360]	44.39258	-78.739014	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444783.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73331		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444783	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73331
	Southern Ontario		OntarioS	1954		444784	[1:63,360]	44.40043	-78.972473	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444784.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76872		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444784	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76872
	Southern Ontario		OntarioS	1954		444791	[1:63,360]	44.41024	-79.205933	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444791.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76778		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444791	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76778
	Southern Ontario		OntarioS	1954		444792	[1:63,360]	44.414164	-79.444885	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444792.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73429		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444792	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73429
